4398;983
334;9309
3079;9434
396;9192
2325;740
985;2373
751;8212
1440;2379
1395;8396
3667;8841
4733;2931
4023;9562
2375;4724
371;7357
1150;7560
257;5492
2331;1849
145;6078
1871;8421
299;9449
1073;3320
1969;4539
609;3498
701;735
3041;241
4879;7723
2681;176
4493;484
2564;3026
4176;5531
202;9969
4569;8017
4990;4309
738;2428
3614;4197
3679;5486
2654;9983
1917;8582
531;6348
2749;8158
3044;4913
887;7330
870;1902
3375;238
1188;1649
2640;8012
2800;9613
2272;1340
1525;2021
4400;2138
1656;5802
940;3345
912;7430
4924;575
4614;2900
902;1088
1560;7862
4260;1004
1764;7723
3241;4732
1738;6118
2531;4430
1590;7792
3884;8517
2788;7107
4736;738
546;5587
936;1344
1172;7581
286;8073
1358;7425
2495;6169
4081;5766
4695;7007
2152;1787
3911;1155
4992;7575
2668;9701
3857;1661
3411;2516
3982;530
2098;3214
3116;1036
221;8737
3907;2229
2422;7394
41;666
2838;8106
3677;9243
2306;1989
966;9611
4805;8723
1712;5856
2614;3399
260;2740
3330;2555
2835;968
792;4911
229;9614
4759;8841
482;820
3277;1998
690;1898
4238;7836
2572;2342
2162;6383
56;7401
4224;9610
3548;9256
2174;416
4151;8889
1592;6283
3603;8942
1848;2189
833;2148
2882;6046
1281;3340
4790;6003
2941;9550
4846;3752
558;1594
250;5044
4773;1305
4945;7515
938;6073
1824;949
400;4584
221;3096
2265;7203
630;5118
4948;3788
631;2998
242;3664
4639;2873
4702;3084
488;3804
4588;4514
3413;1228
134;9923
319;9232
1725;9462
2600;2963
2133;2603
957;8592
1938;2326
542;2494
4676;4346
4786;9457
440;1901
4724;5993
1719;7065
4519;1491
1810;1638
4656;1781
4477;173
3872;769
3075;6246
1748;4495
681;9218
1826;8087
2185;9362
818;4526
687;4100
3446;3453
484;6647
351;2461
2372;7072
4801;6277
1439;860
2901;8352
3362;4012
4404;3442
305;7082
3959;8019
2317;1096
2119;4017
2803;5284
2815;5736
4378;4109
253;6607
1999;940
358;4050
1641;3893
2676;6367
2782;7388
2905;8434
2429;9391
2852;2400
38;3557
3722;7418
493;91
3537;1163
898;8743
217;5946
4498;8041
1145;1412
3662;9870
4740;4420
1485;2688
260;1031
4525;8200
3554;8307
4072;7573
2455;915
3796;1065
3656;2976
851;4094
656;5419
2226;195
705;2052
4567;9113
3472;8592
178;4923
1563;7949
2793;9842
1383;8170
3927;5740
2302;3011
1025;7386
618;1408
3529;3258
4481;4511
1787;3346
4426;6844
3920;2709
2491;7341
4588;8470
2329;289
3555;6597
1510;8170
3747;8283
1125;6919
1303;9553
1237;6305
2337;7207
3890;95
2910;7334
543;5577
4012;5730
1213;6442
975;3908
2299;3504
4827;1013
2215;5119
3418;8861
1008;4957
4160;6261
1310;9678
4292;684
3800;8359
2309;7560
3538;9385
4005;5864
1893;3377
3525;437
99;8575
3572;9102
2554;1699
528;6798
2812;1037
4686;4165
515;7688
1793;6429
177;8666
3359;9604
1809;1755
2548;7659
4460;177
4265;8003
4670;2495
4529;2907
4732;2924
2640;1359
2956;7362
4642;4261
2500;6499
4725;2937
540;662
477;1587
4071;8902
1526;4221
2332;6924
444;2751
542;3810
758;7445
4932;4594
1612;1532
4716;872
2106;7693
2916;4043
4077;7439
2837;2235
4087;2879
1193;7562
876;6276
4087;6285
724;6824
1373;8718
1427;2490
2596;7995
1964;1334
1082;9629
2868;2099
2497;2842
4248;1524
985;9170
2972;3600
4771;6391
3058;1017
3526;1
4714;4604
3827;6269
4806;3805
2642;153
2726;505
989;9306
50;8116
3561;9700
3179;9781
1278;3949
4287;7120
1049;5885
4018;9343
4152;8764
4508;9771
2526;4346
2457;9905
2721;1810
4829;7240
248;6192
2891;8902
3291;7087
4031;7295
2350;2181
1265;4571
4646;8032
500;3891
4769;1944
1443;7326
2411;9425
550;1660
112;4140
2529;4173
2320;9924
2417;2923
1591;7330
3064;4628
4009;1493
681;3460
2494;6318
4103;2362
1876;6401
2677;9379
3018;3367
3722;8893
2314;1199
4329;3211
827;6494
2442;4775
989;5825
4692;4697
2403;2882
4925;2476
3082;2898
1849;2161
3186;535
3324;7763
4302;2339
3468;1070
593;2992
3668;892
4780;2022
2976;7408
4646;5378
1986;2611
416;5676
411;4446
4507;6966
1425;6176
2503;6632
1588;4840
3415;7152
1427;9486
3953;347
265;8300
3149;2330
257;8800
3044;1972
194;8110
2381;632
3975;8909
1704;1431
3885;4151
1341;9999
4972;9185
3954;673
444;4162
3099;8098
3957;8059
462;5676
673;2236
3835;7048
1277;9946
4842;2385
2621;9537
640;1635
4089;8688
4699;6374
1044;880
1578;9899
2573;9590
1132;9083
4286;7488
1669;8110
4809;2305
3992;1763
259;7485
156;7956
252;9806
2840;827
1962;905
4377;2677
2269;4164
2865;1395
1527;9137
3473;1521
2237;5169
3254;9598
2438;7440
684;9423
1344;2269
2656;8540
985;282
3556;870
4762;6609
801;8534
240;564
2576;9272
3234;537
3034;2223
3038;1817
221;5740
4251;4270
880;1043
4598;9877
904;6797
4225;5993
2897;6346
3416;2369
4552;1501
868;6487
4730;543
1973;3018
134;8488
1630;7681
886;6038
13;3292
3659;21
1666;1726
641;5855
1933;5292
3984;1775
3483;2079
315;2687
3896;2944
3550;7477
1002;1845
1430;9951
1590;929
1031;785
1024;9663
1313;7982
1491;3216
539;1209
1066;386
3107;8647
3348;6937
4341;3372
4900;3017
1053;1452
3457;8186
1990;6698
547;9012
3734;3949
1155;842
4443;5295
1157;1598
2909;4694
1669;10
3257;1867
2142;5140
3805;1820
1603;1048
1392;2558
724;2599
892;4679
3230;9439
2081;3351
4102;2361
967;2766
4147;1115
259;2931
4806;5666
355;4971
3938;2275
2244;8109
1277;7913
4533;2248
1594;7565
1003;4892
2569;6310
1960;6808
112;6899
4823;5783
4998;9155
4810;4093
662;6229
3467;7305
823;7792
2385;8629
1193;4048
3302;3639
3632;7912
4954;2384
2171;9725
97;6465
888;9241
238;9614
2370;3499
1635;5945
2042;6
2440;3012
3668;1228
3569;6424
1104;76
4063;3097
2215;1676
4446;4375
4419;2850
1294;7395
224;3998
4831;8012
1125;2922
4283;1211
3632;3431
1076;1692
1972;9666
920;8179
4477;8982
3745;4094
986;8075
4374;1853
3987;4731
4025;5655
1554;7862
1396;6292
1250;6036
2386;1603
657;7094
3299;717
3735;5938
1101;3184
2349;3578
1074;5841
3665;7749
1030;3025
3012;752
3999;7448
4052;2713
4645;3359
3925;8002
4773;626
1565;3621
1429;5174
178;8351
78;9048
1663;4171
3066;7002
42;8270
3125;8399
2661;2734
2865;3310
4047;742
2830;5501
1975;3835
4068;5292
1035;2499
1827;9419
4840;9746
1694;7895
3521;6099
1817;9555
2169;3360
4949;334
4549;6744
1471;6674
519;7447
3034;5107
321;798
57;3356
4610;9819
3370;6814
4411;4626
1592;5415
76;9220
4412;1651
3775;3655
4013;5434
192;8094
6;3343
2086;2529
1775;5357
4433;8080
2040;495
549;4607
2505;1812
3516;3986
4722;9021
4771;5883
4078;977
2358;506
840;8925
593;1748
3708;2667
2286;524
2794;885
651;4736
4936;3504
4998;1341
1687;4512
4705;980
999;9565
4378;9117
453;5233
1402;2134
3898;7582
3474;6433
3266;4097
2858;2797
1348;9217
3187;8600
2114;4381
3829;2163
2906;2693
645;6938
773;44
2402;9587
3331;7654
1617;2366
3663;7416
1557;8959
2097;7417
740;3575
3178;2956
2939;9515
3874;7093
4650;5317
1242;6026
1174;1037
2855;4726
4567;8184
4347;217
4733;1680
2454;59
4645;6156
4866;8404
1110;225
4231;9630
4546;9839
4173;1323
3764;9038
2526;3968
4782;9716
3654;3392
1967;7179
3885;4350
3158;3464
161;2427
1748;1908
1058;1739
602;2071
1933;2615
3658;5946
4721;4542
4542;3788
2763;4626
1944;1717
2638;984
2728;8075
3067;8524
3575;3409
4573;1182
4570;5895
979;5843
335;9150
2108;1384
1731;2230
3402;9206
4166;2050
2397;3295
1799;3767
2298;1757
365;7552
4983;221
2076;5764
2225;5916
2183;9548
4370;2611
3884;6992
1605;4552
961;6886
2816;2814
752;2923
4299;3117
4243;4798
4064;8414
1347;6490
753;8404
503;3147
3674;8490
3717;6626
333;8826
4424;4275
1172;6662
1345;8655
676;4199
652;5905
1528;9211
3907;2157
1567;2201
1842;4299
2049;7275
1265;685
1707;2501
4608;219
4262;8748
2022;4268
2173;653
2620;1637
2660;6863
4832;477
3557;3256
3865;6088
1466;1437
524;9266
4615;831
3761;7626
4586;3586
1260;7733
4327;2619
421;1019
2412;9701
3069;5130
15;6216
3505;2458
3216;4278
3045;1682
484;520
1499;1587
282;8649
3878;7751
1575;827
3580;213
2736;4967
596;3401
1954;406
3952;5035
4258;4124
1915;8527
4031;8465
976;5884
4617;6964
2547;7675
3532;5620
2705;975
929;4935
4992;1319
4505;4076
4561;8340
3679;3465
3449;4198
1138;32
4741;8093
3915;2071
574;392
1827;2740
3018;2339
489;3312
3221;884
1778;8701
1139;1321
3432;5169
3918;8835
1542;2146
970;2387
2634;6524
2933;9370
4404;6796
651;6695
1081;9270
665;6233
3281;5801
3608;162
2471;7127
2214;7923
1085;9853
2775;1549
153;1308
2167;2234
4867;460
4732;3804
2373;5697
2498;1820
2071;8335
4651;5406
437;2808
1915;979
1916;9743
2650;9624
4689;2193
4572;8377
3303;915
2947;1446
1703;3830
4042;7967
678;246
3831;1989
3690;9128
1497;525
275;358
2446;2108
3082;597
810;6837
2618;6929
1800;3434
1170;218
351;4741
3685;5550
2245;5754
2458;3706
913;2217
3968;1851
1997;3901
324;6204
743;7101
1236;3439
2342;3629
2798;1551
2738;2256
3196;2549
2785;3707
4865;5439
432;4789
1307;377
4648;1745
4100;738
4776;4570
370;4763
3462;9612
388;2295
3045;2913
3249;1512
3004;3259
2005;4707
4167;5389
1448;8355
735;4688
27;6843
2359;5501
3332;5935
803;3409
4043;6828
1771;3558
4969;8987
2723;1146
659;5620
4105;1501
3438;9859
4329;7716
1176;5760
3007;8508
3591;1685
4574;2294
3628;5217
3219;7553
643;2867
67;5852
933;2776
4337;6623
2247;7223
4291;9769
2915;7862
4625;9715
4423;9757
1458;7918
2694;5036
3787;7110
2797;4874
621;5588
3431;7627
4051;2124
1004;1715
3766;2469
24;9823
4225;596
4624;9900
3844;3106
3092;9522
3961;5465
1450;6786
4492;6100
4265;8338
3303;3320
512;5546
176;2024
338;1873
3248;5683
4835;9869
911;2719
3713;2799
4902;2216
1717;2684
138;6489
2719;4600
1554;2308
1380;3359
2729;6421
154;209
2787;5953
1910;3042
2095;3488
3541;733
19;6581
2010;4254
279;9951
3809;5637
4602;1073
1737;3196
2227;2822
2917;6338
2194;4118
982;9795
4420;2454
670;7937
924;3267
1433;6614
3600;3474
1873;130
4154;9734
4346;7439
535;4701
3775;58
4751;8198
3381;9205
1524;3999
25;2345
143;8333
2778;5860
3983;696
4050;782
197;2691
1695;1035
2767;7285
783;4114
2817;460
3281;393
3753;8470
1605;2560
4962;1253
2981;2780
856;3946
3723;4439
4262;9470
1743;4436
2248;9477
41;8982
3191;856
2898;7373
36;8002
4690;9362
3548;5301
2776;1687
1950;5436
1020;3548
2478;9789
3901;4849
2719;2182
3936;2753
3606;4579
536;9071
4541;4458
3023;2688
1483;6158
3725;1177
3006;7145
793;359
4870;4284
4745;5829
3150;4651
4468;1828
1235;1066
444;6310
3554;5468
1453;5026
3340;1895
2760;5372
149;2730
4629;1433
4060;1711
2431;3557
4380;1716
236;9076
4516;1844
2196;3306
1348;9141
3592;1798
703;6098
2890;842
355;4725
3768;2134
1290;7496
551;4810
2299;1520
1827;3108
2498;58
2899;1922
1108;8949
4941;2076
3019;6040
3277;1370
721;5628
4832;4377
2120;632
1968;2130
3338;8082
233;1303
2339;826
2647;8589
4693;6853
797;838
4781;7731
227;7617
83;2914
2340;3378
3659;8174
4172;3527
1993;7224
4562;3540
3812;1609
1484;1159
3165;9342
3197;5096
4337;2965
4900;2981
4499;4285
3489;9758
4545;5168
2219;6049
3725;9041
528;2902
39;3010
2807;3719
996;6848
4906;8177
4164;4237
4770;3310
1763;95
4737;867
2889;4087
1247;9340
53;4095
3607;9864
3720;661
4890;9311
3489;9686
3631;582
4911;9939
4946;1189
1557;5642
4993;6779
1146;7591
600;8724
1585;8114
2975;3504
4990;7267
3491;5676
2368;6466
4662;6119
828;7675
1900;6354
4894;5341
1173;3309
1585;9587
747;4060
2176;9780
1310;9634
2492;1155
2374;7371
3681;4925
2002;4489
728;644
3847;121
3761;6306
3185;7878
4391;7741
85;3079
3472;1092
2756;4863
3914;7418
1760;2910
1398;9684
588;6719
4216;9459
1201;880
2244;4227
2874;620
3963;5137
3746;1271
4373;6026
4618;5343
2268;3510
4752;2506
1005;3539
1494;205
2303;4673
677;7424
1087;827
4497;3442
2691;3460
1432;7784
1411;6075
1288;9520
1486;7665
158;5041
3986;6687
4358;3632
3540;8792
13;8982
3515;3759
1720;6305
886;7491
2745;6079
832;1104
3737;6159
1561;6833
688;8404
559;3061
4891;3572
91;6585
1870;7678
2913;5376
3493;9844
4543;3386
2629;7138
1446;7146
3568;4891
2979;7999
1486;557
1735;6138
3558;6938
2553;3319
2059;6017
3048;3760
4240;1065
278;4776
1161;4057
1732;9373
787;8491
1741;5430
3472;9511
2644;8793
1725;2081
4327;5606
4106;1843
1063;9746
3422;9527
3323;5585
1610;6544
1128;5039
2645;4879
2641;8725
1918;9993
1350;3813
3771;1065
4145;7653
1384;7117
2665;5534
2074;7637
4062;1937
1699;6499
3397;1129
145;1286
3032;6162
3646;279
3049;1377
4835;685
4661;2192
1290;3936
2343;9205
4529;2520
222;5317
4864;694
3671;6957
781;3042
4363;2211
2211;7144
2716;2022
748;6664
104;8208
2337;8369
1477;2178
3078;1170
4821;5927
2734;4887
429;4085
3317;5968
4424;8876
122;5606
3961;9538
1469;6378
2435;858
922;45
2915;8489
4084;1290
1519;8025
1474;9558
2938;2091
957;6290
508;2781
4364;3794
295;4758
1439;4894
4426;325
3724;4500
2997;7303
4732;7288
3572;1327
3388;4266
4646;5049
1281;2924
2023;7299
239;8291
709;524
3316;5356
1609;8772
4525;1446
2708;2557
2585;6800
723;5657
35;8868
3463;9747
2157;218
1428;6384
3238;8599
2659;2973
2230;3178
2716;8574
2462;5580
4004;2801
3000;3993
4428;9754
4445;7225
1786;5424
2914;3141
356;6802
3299;7228
4749;3220
1606;5177
2087;8072
642;3628
1649;8473
2233;2640
140;3814
2833;798
2961;1489
2281;6061
889;9561
1521;8742
1338;179
195;6812
932;9781
3835;5285
4670;1020
373;9990
1144;156
3822;6834
3868;6573
793;3454
2440;417
2867;5961
1217;8245
1094;9875
846;4212
4658;7648
2332;1055
3185;3875
4143;7933
200;3973
648;1462
4775;1965
2547;1328
3125;4468
925;6955
3647;9430
3764;3778
204;7866
4025;3852
1374;3549
4296;4676
1057;7098
2000;4792
4584;1441
3471;6866
2071;899
1463;1145
628;8847
426;4939
1990;2781
389;5761
3602;7764
1887;8758
1462;6710
3991;217
347;2161
4698;6905
1767;2509
822;2617
3137;8214
2948;6191
4112;9770
2053;1660
2139;4098
451;2302
2084;332
1808;2286
641;2342
3898;3188
929;8214
1762;5392
2711;7171
2871;8864
2433;3062
1063;1848
3161;8885
98;7121
2977;6277
888;7457
1890;3563
1080;9853
628;342
2937;1312
969;6559
4452;7427
2253;1752
3984;5934
2739;4632
1469;7838
4058;4891
2323;5036
1126;3921
1702;5110
4874;4488
2845;9894
3030;2939
1037;351
728;7463
814;8943
450;2182
4389;895
2052;283
4184;4357
1442;7278
910;6138
3901;970
2310;584
1698;8296
106;6297
4914;3532
75;8283
2883;5059
1149;6057
1650;4126
1713;4658
600;937
252;213
4354;93
3241;3257
1134;3837
4676;8090
887;5399
2821;7364
1634;3077
3329;2623
632;9563
2142;4015
4664;9302
4262;7189
4217;7309
2437;1497
3090;6685
2945;148
3462;6289
3329;9038
4000;3650
1188;6537
4984;6605
2628;6701
964;9473
3960;381
624;1786
2807;7924
4244;1163
4932;2080
18;7524
118;7076
2644;8879
822;714
508;7036
4911;7698
3611;210
714;6073
2146;6070
396;5934
3423;7853
133;276
2886;6250
387;9490
617;6239
3786;3352
4442;7830
4466;1339
168;5011
979;4225
1737;3595
2925;6233
3307;6763
2976;3565
399;8870
4821;2259
1608;8613
489;374
1703;3727
4759;3957
3437;9260
578;2793
1389;1648
492;3340
4673;2752
1516;5466
4284;528
1657;7273
36;4591
3450;2574
4569;2168
3353;7512
3908;1685
359;8937
1173;5927
930;4177
3451;6899
3327;2808
4286;7767
2302;8902
4495;3323
4745;2872
4838;4768
3886;9847
1888;6260
268;5529
2238;6949
2552;1134
4312;9870
3636;5258
113;8076
1515;6723
1507;422
907;2689
2250;4570
2897;5690
624;6707
606;9412
3003;2866
66;9906
4684;6659
2934;3389
2952;6816
3282;4659
3960;8389
1115;6142
535;6656
3356;2912
2528;8633
1264;5568
4263;1163
2796;7398
2976;4364
1390;2424
3661;2693
2344;2922
2765;3803
1038;9021
3356;4352
3014;7116
2192;9037
4305;7653
4986;2198
256;6494
2763;8431
3137;2834
2650;4935
892;6138
2248;3554
3699;2621
3865;1906
3959;8394
2136;2733
4380;794
3433;5872
1030;5531
4481;7314
4679;2943
3672;2431
2760;7059
4822;9550
3610;5741
3846;1412
80;8466
4195;7370
937;2006
979;7389
885;1096
2806;7045
4758;6946
2448;8310
989;5507
4116;5291
2346;3545
130;8351
1126;9015
2923;8496
2384;4848
2964;9511
1190;846
2372;6623
903;2686
1507;6469
2320;5479
4900;8496
2213;8422
3510;1175
552;5950
3118;3593
2929;348
4429;8971
1038;2752
3920;7401
1586;1937
4918;1593
3743;5003
2616;3516
3632;1917
2667;8205
3132;468
3920;1156
2138;6290
3917;9165
2096;1743
4214;163
1883;8594
2203;3558
3959;9208
3372;252
4893;828
4413;2408
3853;9916
1521;8079
4158;895
4058;6029
2890;9758
3315;1706
1892;924
1546;6550
1853;7183
3275;5121
2952;6241
3489;8647
4435;3508
2332;825
1305;855
1005;5867
1198;6140
307;891
3541;2994
604;2096
4076;3527
733;1959
4143;5552
386;3394
1795;9823
4900;5235
4676;8716
1305;5235
709;848
749;9954
2825;5907
3626;2458
4283;3167
890;2958
2126;4377
4586;5761
4844;9596
2427;987
2613;4151
3568;4370
668;6765
4731;3476
3244;9118
3551;4253
1920;5168
295;1665
3462;7367
70;9164
465;7597
326;5844
169;4660
3797;2840
1542;3743
3985;6293
815;7274
1320;2654
1243;2435
2372;9822
2628;5750
667;2295
4027;8062
4453;273
504;9557
4058;7482
1636;2350
1569;1829
2126;6306
2385;3851
3085;9168
2717;82
3500;1476
398;6302
2495;3774
1626;3062
4599;7502
950;5870
1773;5064
736;8467
4288;6895
3717;2179
2272;399
600;9328
3828;9378
367;5194
4861;2192
1400;3638
4307;106
2416;4057
3423;5069
392;820
2153;199
4454;9949
1254;6920
3341;6938
4882;1922
4496;3305
4286;4198
1211;3141
1404;4020
2587;183
579;5194
4519;8622
2763;3121
2270;7482
3616;2711
3379;7098
304;5414
932;1616
4192;5358
3590;87
3987;3395
4326;4795
3211;8573
3539;6986
4462;731
4426;7410
4305;5691
2747;5243
4070;7034
1853;162
4395;2731
3079;9685
69;3690
1564;6681
973;2248
3533;3892
890;91
1409;8899
4908;3767
3672;9826
3235;7152
986;909
2491;7393
3480;8636
2054;9043
3761;7181
2298;6351
632;1602
1560;3014
3126;7866
3353;2378
3856;8975
1093;8105
4247;3561
3101;8918
4124;6709
4412;6376
1328;6167
974;2997
2840;5090
3930;2495
2228;6066
1052;1174
2961;6152
2508;1830
3583;9400
2980;7497
2543;4849
3757;6453
3022;5600
2314;8722
4397;9696
211;7657
4182;5320
579;3496
3574;9145
1577;1712
3952;621
2199;5632
908;8606
616;1235
276;9237
4596;2122
3672;4019
2710;5828
1732;8906
968;2419
4136;999
1656;156
1045;4693
4628;2345
1900;9984
2570;1921
543;4135
2145;7118
2230;2201
3425;1843
4298;8474
4887;2087
3850;5001
4022;3314
1667;3685
3560;638
2024;7383
2354;2410
2732;8298
3046;2971
2606;3924
4505;424
4465;4299
2712;6395
1314;2991
52;2068
1466;1065
1104;4651
958;2578
1790;4312
4693;6187
4035;5212
4994;2540
610;9108
2189;6400
1498;6965
3204;5573
924;5874
3456;6013
4974;5489
3841;4309
2867;7388
2408;7061
4915;9202
1901;8212
2063;766
2616;6938
2879;252
3593;9567
2847;4588
2940;1069
2717;1243
4212;137
1755;8123
4263;1988
4884;4919
1553;3671
1111;9590
4245;7776
669;8621
3138;7744
3502;6068
209;5293
2500;5994
1945;456
2426;6931
4116;7646
2902;2850
2413;9673
4383;7444
3156;6065
2905;5760
2665;1990
4933;7109
478;6158
2154;6741
3867;934
4978;7431
954;5845
3328;7176
3129;9888
1714;4090
597;5261
2337;9110
979;7832
4804;9937
3056;531
3873;3345
4994;3921
457;5597
3264;3645
4460;7215
1994;6052
3029;1511
4120;432
927;4221
1348;8763
3108;3371
3227;4911
4395;9313
2699;3244
4919;4171
2136;8837
2087;8874
3482;6892
4873;9699
3581;5349
2662;1732
3223;615
1196;7125
616;6191
4563;6525
2509;6881
2604;5071
2033;3516
1105;2200
1117;8241
621;4732
3141;5167
4950;484
2312;4359
3983;5730
1496;3391
3695;3429
3127;3441
718;1851
1426;7259
1496;3646
3999;2218
901;8390
2392;6080
486;2460
522;5878
2991;4336
4399;2918
275;4708
2182;5147
3128;5638
1288;7379
4973;718
2319;2800
1285;2784
4885;1278
4477;7506
3765;4240
1264;2215
1468;6675
618;865
2239;9391
3899;8058
4957;3005
302;9601
293;6426
2670;757
4681;8594
2953;3272
4552;1866
34;5981
3422;6263
4985;5169
3753;3142
574;4414
1590;9950
3086;3723
1617;4561
1162;5196
4298;65
3374;6176
677;2291
1185;9385
1558;8324
1299;688
412;2096
2747;2883
2735;4185
1990;1574
436;83
3350;5356
3238;9651
1998;496
4536;7527
1647;1238
3343;8264
4504;7025
3005;1957
2889;7637
916;744
3317;2384
3978;3960
1209;9068
2743;9459
367;3404
2487;561
105;9963
3136;7285
4809;4376
3072;5087
3383;3716
3239;9162
368;2499
4028;6203
4136;5367
112;6149
1762;4433
3699;2208
4149;1245
4726;1111
1906;7750
4201;124
2606;3067
4882;6138
2198;2523
58;5439
3788;3109
2734;7908
1610;199
3800;942
2641;9996
1386;6183
4741;6775
495;9618
4043;4814
1839;8396
3493;4526
1489;6788
183;7993
3496;8827
837;6517
4058;112
4445;3558
1744;5662
1153;4278
2004;6155
180;7770
2357;5441
3829;1134
4824;3353
3211;5723
4917;4151
440;9604
3212;9757
2890;8229
3860;6333
506;4489
2762;5362
2387;8830
3723;8166
185;3059
1651;3379
1111;5114
365;2885
2887;8645
1489;8934
1101;5737
4029;82
1466;1726
1701;8595
4159;4462
3946;1189
2224;4882
4579;9205
1993;2833
4034;3461
2852;5275
321;4984
1540;3172
3771;2493
3068;2633
3326;8314
3904;4340
3787;3194
3766;6200
496;7852
950;2524
4690;453
3874;6824
3715;1560
1579;8678
2883;1842
2203;8083
3721;2468
722;4821
1457;3560
1372;6742
3367;1405
979;410
3224;3034
3276;3717
2596;6329
67;608
4276;1556
1723;6604
3215;3831
1005;8880
4867;5457
4006;9630
2359;3125
1040;182
2030;8986
874;5875
207;9298
1635;3834
1798;9552
2358;3462
1042;8012
763;3327
619;1552
4966;5447
3063;1067
3372;5401
353;7377
1015;7435
3699;3250
3442;885
4231;6492
185;6668
801;5081
4306;3074
3933;8112
3464;6061
2398;2279
3058;4195
830;7488
2196;2488
740;6781
4330;9248
1404;1547
3855;992
1163;7622
957;3631
3873;7256
758;8179
584;5896
1589;6280
3925;5404
2589;8925
1699;3735
28;5580
1541;3602
2904;2971
4170;7036
1743;1686
1402;2591
2907;2663
4320;3077
4574;1801
1707;3131
4527;4928
3116;1147
4150;6257
2316;7668
4271;1202
3906;3779
962;8969
3611;7504
4890;4313
2610;1043
2657;6749
829;9600
4973;8018
754;3057
1060;2987
2691;6812
4011;5240
4857;1008
3834;8054
241;2957
1244;7487
1533;6775
4055;6729
2269;7682
1272;5823
2420;6532
4703;3699
704;7210
137;8967
306;7472
4080;2018
626;2131
4558;244
985;4052
2938;3740
4920;7050
920;2355
523;1916
107;1511
