like would;6:56;712539269;236
decide must;2:2;769222020;399
call;2:44;350998258;319
build fast;6:11;828599562;997
cell;5:20;494936255;932
clear;6:0;563790117;480
share;4:13;476619114;589
behavior;9:26;119243706;872
table;1:19;560241810;276
just;8:12;613472621;318
kid foot;6:35;544991096;414
catch;5:41;606033591;903
along will;8:7;740577960;70
present party;2:7;738844217;298
enough;1:6;80496946;465
suffer;8:49;791631584;55
news approach;6:26;566375374;572
art there;4:37;549997682;1000
stay;10:10;96050638;25
skin;9:7;62135917;204
anyone recognize;0:14;634577566;770
fish;4:41;876821288;550
tonight;10:34;232546885;382
road;3:40;828286307;263
reflect;4:2;929355133;178
care;10:4;540548725;502
window form;9:14;151714093;612
born suggest;3:19;961859651;965
each candidate;2:52;420044062;12
phone scene;10:37;716925690;180
affect;10:14;605430836;205
mission worry;6:46;730661001;293
report;7:24;679054892;869
clearly hope;2:10;178060545;342
must allow;9:40;316918895;219
agreement;10:29;232172636;635
successful;7:47;635258954;938
win;9:0;522888546;243
character company;1:32;366317563;154
between ever;7:18;395226200;535
they;2:28;538797538;774
reason but;6:3;600166736;386
author director;5:0;9120588;944
unit performance;7:40;969148783;935
nice of;8:11;315932914;863
father first;3:47;299333989;993
process;9:18;870878834;821
for machine;9:48;566607246;525
suggest;0:46;874799432;436
lot;5:24;872999761;98
collection;2:21;166749628;136
everyone modern;0:21;970578745;429
information;4:1;782736222;196
ready;4:16;943942002;102
sure;3:17;881844829;361
art cost;0:20;343427847;159
change community;6:37;847386518;358
operation;2:13;485867519;921
every;9:48;180992411;333
scientist manager;5:44;654462547;977
act;10:2;51259246;516
throughout although;0:56;144622274;600
young explain;8:30;163016974;192
wife;2:29;907732536;688
have;0:38;49588308;11
already cup;0:23;630984473;981
standard;2:58;11854572;262
hair example;5:39;391434824;725
cell;4:17;797183821;802
television;2:28;500120631;316
true open;1:48;982915130;303
here;7:0;580746811;520
everyone lead;9:49;786508693;15
identify;10:48;887118441;907
gun;9:6;162172117;997
care oil;6:3;903448898;174
real;8:29;497307802;653
serious;3:19;570236556;6
teacher game;4:11;628390936;659
tonight;6:47;652756537;284
itself where;5:12;625714121;282
group;7:45;362618512;840
seven;7:46;476058469;861
among car;6:31;189619103;40
clear;5:15;461279158;50
face west;6:16;656319779;620
happy;1:36;315517463;277
item bad;0:53;146966558;197
cold ok;6:53;942679031;907
assume;7:49;158134132;115
door our;10:54;401620656;228
particularly;6:51;21424019;953
north different;4:39;864156674;956
bit game;0:27;723163872;822
writer;7:46;660947441;334
public;3:55;554046897;330
reality;4:14;704130723;68
dream debate;5:9;673670324;82
available;5:46;306362640;420
dinner;2:15;727814895;450
true eat;6:5;766534184;246
country audience;2:2;984557130;610
fall;9:5;281228126;937
skill;9:39;102927654;113
such;1:30;826865013;435
national;9:28;389613369;26
alone go;2:56;128893135;376
court;7:14;664887528;877
long economy;4:27;398768431;717
down;4:2;495995601;522
pass;9:50;91490866;643
might today;9:15;380308600;882
at simply;9:39;186397679;401
simply;6:34;805235124;69
its;9:25;80738154;291
sound sense;10:57;37169107;739
deal;6:49;373874463;276
home week;2:10;313028873;379
arm sit;9:11;518996136;821
fly explain;10:21;862445955;592
according;10:11;909980450;832
institution certainly;5:46;947034915;681
accept;7:34;833907607;776
carry remain;4:16;345244316;106
run red;2:44;706247573;762
word;1:57;693965286;375
lay;10:12;506688575;633
old modern;0:29;515767822;576
kid;1:46;4648537;805
all recognize;3:48;816778742;741
model so;9:12;396829629;937
understand wait;10:39;152369254;794
light;9:38;786354177;989
rate son;8:51;602525262;602
voice;10:27;762134050;266
item Mr;0:18;930018323;179
long;10:0;918407136;445
full;10:54;865015235;557
all law;2:13;687597463;91
campaign training;4:30;859635813;791
knowledge month;1:58;199171840;779
level institution;4:25;617131131;6
laugh modern;10:31;837117880;426
voice;7:40;487061262;193
race;3:50;680180972;348
throughout agent;2:21;850818046;346
morning around;8:9;571674431;666
than;10:19;654494197;682
process dog;4:39;128461472;814
ability recently;2:53;129477856;884
appear reason;4:51;699759489;364
alone factor;1:41;871620356;288
threat card;7:17;272410159;471
only;9:26;873052545;741
word soldier;1:54;967584579;184
recently hot;9:21;65569759;829
a term;10:41;374557202;230
evidence;5:21;183001175;394
early;2:15;817055457;690
prove future;10:11;758920753;807
capital;9:12;357495523;658
build Republican;3:7;118576640;328
agency;7:10;14790132;685
blue right;5:16;326811461;261
out;1:16;339277832;489
voice;9:10;867068083;258
almost;7:42;407987229;40
culture;3:42;938852598;341
probably;7:53;675572713;813
executive;6:56;931557413;414
ball;6:16;815592934;226
travel everyone;5:8;136702246;977
onto;6:22;529846092;210
maintain oil;2:45;121441539;779
protect;2:40;188112494;684
much;0:16;766357950;380
family local;9:35;614723236;259
environment;8:47;259518372;738
fast;3:51;291380169;250
top;3:11;684087325;774
young;5:26;659961270;191
executive analysis;0:52;427346597;637
where difference;2:17;65017340;34
mention;7:43;190062268;642
soon;4:30;664979600;125
note none;3:13;115728804;369
away act;5:13;166416719;68
determine;0:6;88336095;744
film worker;0:32;382505910;486
north respond;3:57;704857190;763
American remain;7:24;499314222;793
protect provide;0:13;739598376;383
help process;6:47;113351352;550
follow push;2:46;573534810;692
crime sort;3:2;132283749;816
occur;2:57;69045875;217
you;4:42;101627365;445
soldier;4:45;322564180;685
law leg;8:39;287665499;633
industry away;6:55;143397059;206
form;7:19;226283599;745
art paper;10:34;351737250;736
exactly stay;9:32;872094598;62
president;8:15;149083680;982
hour kid;1:6;606616699;275
might myself;7:39;902731735;827
amount;2:30;144576281;887
next just;10:41;700339587;296
whether;2:23;962013646;192
hold;2:40;342832672;604
address;4:15;236595324;254
finally;5:53;770462437;866
never;9:29;894229475;681
young;6:36;666673560;183
figure result;8:19;847836596;808
ability;8:29;973763244;360
medical;9:9;362672125;126
pattern;1:47;779877582;794
they;3:59;621194566;963
shake body;9:36;465349478;811
commercial;3:2;363214074;55
be;6:4;168937414;563
me;5:28;67805857;708
role;7:17;297181982;151
risk can;5:9;850930898;376
player husband;8:7;410915218;606
simply Mr;3:22;588857711;78
about;9:18;590450948;66
listen;9:21;974775142;573
expect with;8:21;222867475;226
doctor behavior;4:33;200419960;422
contain;7:44;116241653;372
Republican;6:35;137470082;710
bad;0:42;177076528;310
heavy and;6:50;625012612;739
blue other;10:45;265701430;495
college mission;4:31;275738918;486
expect;8:52;146235086;606
boy together;8:10;691269619;346
section;3:53;261261690;924
several;10:42;504363972;918
budget;2:6;138202614;931
clearly century;6:50;201670489;453
leader none;2:52;81533481;460
language;6:32;286179638;773
particular space;7:55;229170552;574
camera clear;0:50;236010917;347
often him;9:0;947577604;577
protect;10:51;719567417;673
decade;9:57;909709116;999
rate;7:50;564200233;989
meeting;6:6;654738774;84
daughter make;10:55;325684072;28
anyone church;5:42;871391532;52
condition;8:12;97720292;964
create;9:8;637028927;902
foot feel;6:27;972955463;438
green size;10:2;738771180;265
reflect ball;5:22;14745984;400
environmental eye;4:21;527367754;963
relationship they;8:42;126602103;528
meet rather;10:0;968048174;686
coach;4:49;315635792;495
wrong;1:53;306932173;179
there;10:50;250632742;52
personal;5:42;959689197;619
smile;6:35;155318767;499
least next;6:38;571093056;841
management nearly;0:27;112313915;164
total;1:1;3621729;413
magazine else;3:31;800148539;948
last part;8:39;820599031;514
program;4:17;822902080;475
follow baby;5:41;950121239;321
card;7:23;716634565;517
a;8:28;152427344;364
must within;3:50;628745229;355
them;3:42;857548487;736
door to;7:53;860915840;241
foreign;6:24;898467387;882
money side;3:5;774974751;521
believe;5:17;597539047;837
science;10:37;316382648;302
stand spend;6:18;402472314;807
southern there;9:56;424287759;634
even;6:24;339696773;843
individual citizen;6:45;986063180;343
style wind;2:1;892438548;783
measure;10:35;786718939;456
can yes;8:41;116133477;730
goal;9:43;163557270;428
foreign;8:32;688751511;232
join cell;3:45;556861693;364
center;8:48;762519572;400
others just;10:58;211237054;672
line;1:4;105072083;541
occur;3:38;403149424;569
bank;0:42;163428314;753
staff seek;1:35;395183706;386
baby whom;4:55;644645061;984
one;10:15;53009702;21
station mention;5:4;112211557;305
network;5:4;365992932;379
me;1:27;679536276;800
happen light;4:23;87537801;440
Mrs lose;7:30;198859240;461
us;3:11;13631083;23
that popular;10:43;173919981;940
responsibility;6:12;27114508;10
nor society;5:28;935537708;534
price;2:42;484013626;86
company certainly;2:15;386128031;74
field;6:52;74250801;972
hard only;7:10;168335671;824
see;8:16;207332359;893
administration night;1:40;428329440;520
onto;4:35;26156706;790
sing;5:21;337899310;319
thought;5:3;88743636;855
top campaign;9:3;503913257;302
focus range;10:35;108894859;950
those wear;6:28;33807190;186
country let;2:11;870539957;522
quite central;7:45;753258871;707
all;5:23;200097907;613
drug;1:0;29936599;326
pull;5:34;863959482;832
natural physical;5:57;930226964;959
serious;7:6;301417591;273
skin that;5:27;397058248;643
sign;9:47;100706190;521
owner;8:18;19521061;134
challenge property;0:23;246073194;203
decision;1:38;144135377;254
keep;2:21;82663002;897
prepare;8:17;955180189;486
early;9:37;838331342;902
between though;0:3;732012459;305
at;0:25;569945387;774
total wife;7:52;962816416;733
bed theory;3:23;691041826;742
soldier employee;3:17;163641218;227
yet while;9:29;273426074;365
detail;4:38;31792615;506
human;10:23;83618518;624
less;9:53;729323397;141
fact;3:43;305347257;920
business she;2:21;443519033;177
back;10:28;94990048;1000
foreign;0:53;550655236;275
there;9:33;982786981;813
full into;6:39;445659571;150
fall;4:59;257133898;564
daughter;0:0;270420603;799
score explain;5:51;848642239;576
standard not;6:21;92789744;212
guy ever;7:17;833659184;991
audience book;9:36;658213787;93
onto;8:44;266895768;69
reveal;4:31;427976323;309
majority;0:42;188165647;363
if;10:32;995497001;32
stock water;10:47;747784850;256
pretty within;1:45;831113744;441
whole;2:55;423239679;113
information;3:7;6513895;635
organization;1:12;311393416;841
new;9:42;462940863;44
subject;9:2;398958422;725
sense;3:43;707705512;528
resource kitchen;2:53;115468847;643
plan;1:27;772189971;302
thank reflect;9:52;755762002;127
toward;6:53;432031271;658
trial growth;1:11;260626420;924
learn agency;7:11;96498851;642
else wall;8:35;174748701;19
sister without;8:4;759041686;163
garden;4:13;845132606;83
war;8:36;438921567;694
operation stage;7:13;307906294;214
police;8:37;887427954;349
quite;6:16;253441989;105
hundred month;4:28;105546316;648
soon value;3:27;327105746;457
maybe;2:35;46718655;482
city;4:11;919776274;13
building care;1:16;492347541;50
politics;3:39;906408975;666
difference;1:21;402653442;872
including;1:4;730068899;477
art;7:43;67762311;212
time;9:20;500123258;687
seek now;9:44;676575899;160
security beautiful;3:24;891850248;425
seat;0:31;280184332;45
letter gun;5:15;869405211;250
meet talk;7:4;438391556;860
unit common;9:26;982677281;795
campaign dog;3:54;501128991;782
resource;9:44;841620754;494
once administration;8:1;997031757;947
sing official;0:34;667630943;787
church than;5:7;991252647;586
simply evening;4:21;497767513;482
challenge;7:17;912766532;222
truth save;6:7;125674753;990
today;3:12;537300169;564
east;3:36;704359203;431
decide;8:31;58954710;72
edge wide;8:40;473687475;49
onto;8:29;939332147;563
suggest;9:34;430450887;410
one student;4:28;626425462;736
plant;3:57;338811999;876
responsibility end;10:59;831643775;164
free;10:34;884494336;888
station any;0:8;670777210;568
before quickly;2:12;673806621;439
risk;0:1;77563027;464
collection;2:3;961736920;536
value different;7:8;693197071;317
ready;1:11;58388404;67
family officer;1:27;89243153;961
save pull;3:25;626543747;816
make;6:48;188830758;551
gas important;3:29;736087055;847
under;1:6;895089059;100
election energy;2:58;701310668;58
important;4:8;44713439;301
model;2:58;804705898;567
image reduce;7:33;553829605;162
yes;2:9;405357073;417
state;10:27;729435255;813
fly war;8:10;866834972;256
draw;5:13;116906928;690
cold age;9:38;670944225;850
Democrat for;4:57;891669030;61
building;8:49;923634172;201
important;7:1;104866632;151
shake;9:55;634653935;193
who type;4:41;438554364;444
service field;4:27;146517250;933
over;10:59;594198613;374
serve;3:30;693914426;477
also machine;3:9;596555234;936
international indeed;3:25;7867227;909
list;8:19;596345907;145
look history;2:29;131133152;781
practice draw;9:21;162341267;449
door able;2:1;969212950;467
particularly;8:43;46072291;250
soldier;5:31;466671416;121
word including;7:45;343383736;543
whom;9:5;190252573;395
do;8:10;31132650;925
memory;0:20;555118174;950
federal;3:10;88956586;83
left;3:24;564681720;229
enjoy bank;6:51;600029770;268
law;7:40;244166699;533
health;2:56;306585442;555
against;8:48;696917636;428
see;2:54;631836344;13
mother;5:42;574818978;565
forget;10:13;803671523;552
which perform;1:10;653834308;262
beat politics;5:56;247021990;571
fall;9:39;97616009;776
per;0:49;102877987;161
man;9:17;207963396;108
not assume;8:0;141450236;595
young;7:58;655988499;583
only;10:36;249269685;282
of structure;7:18;51549191;304
television use;10:5;657524192;818
PM future;3:13;99031504;607
plan;1:39;694202627;868
actually buy;4:36;502066479;364
activity;5:19;304249760;104
board sense;6:51;1327103;38
chance;5:31;699421572;683
eight entire;9:54;534162790;499
alone table;7:45;748737597;827
attorney;0:56;606883149;280
camera;5:42;651609634;861
long;2:19;327366720;637
short surface;10:15;36928733;608
fish order;10:21;916798287;895
party;8:24;594684988;96
free treatment;8:21;112244403;398
phone;2:6;429395303;800
value;2:53;845893041;290
form;4:30;418808818;677
again it;5:28;910928526;668
move economy;9:15;410958444;780
difficult;6:55;777272878;998
product expect;1:15;891844662;446
just others;3:20;616600569;207
black;3:53;769806511;529
value;9:10;659355252;366
state fly;8:37;802797642;770
stock;9:48;829439051;110
rock;8:50;48373935;424
sit;7:15;936845346;894
son;9:24;118479572;264
detail common;2:27;557750505;317
police edge;5:58;511603486;735
smile half;2:58;367164487;139
fine tonight;3:52;749205265;836
second;2:20;615096672;480
treatment billion;8:59;885344995;792
we;1:46;733496196;760
present;1:53;311866865;247
operation entire;4:45;769236635;694
southern;4:15;274267333;657
stage way;7:2;730225317;99
require;2:37;92597270;749
place;8:3;723262401;240
prepare certain;9:27;811978185;20
society community;3:59;605044772;36
build;6:47;969781489;665
large month;8:12;211544868;756
home;9:16;196272622;656
detail responsibility;4:44;728851209;647
that consider;3:38;425774412;376
song;5:43;470638363;705
significant man;5:20;2252822;73
police;2:53;681617644;35
piece;1:17;746563237;875
dog;3:47;769964598;389
section imagine;2:51;747634351;412
article;9:33;728903010;555
opportunity;3:12;303058407;28
system;2:44;310845429;353
body;0:22;466374421;449
fine office;1:21;525411082;793
sell;3:7;133276508;784
if;6:6;830180102;54
election;5:37;650262854;846
debate feeling;0:25;504923778;443
meet;8:12;9392393;189
tonight travel;9:48;653973907;395
somebody;2:38;148820870;842
size;0:16;716017000;342
by;6:40;339894981;697
strategy;5:14;490543124;968
chance;7:24;359303449;125
body piece;7:34;912096470;732
itself;3:55;320168756;329
work;8:15;904591203;621
follow plan;8:47;979418106;693
yet present;10:57;494817673;408
risk project;6:3;689303988;836
most;1:0;692702231;248
society;10:47;89358356;616
economic;10:26;855680755;840
west;6:57;986954035;543
final;4:26;971110319;333
local cut;10:23;125546607;81
politics ok;2:19;440972028;321
leg;7:52;65418287;599
month;0:8;372779074;612
today even;8:29;202801908;699
rich board;0:23;890462981;956
scientist low;2:9;279232227;199
one enter;8:34;33557746;126
huge;10:21;449913366;415
address;10:56;112127137;297
cause spend;9:8;605188651;734
outside;6:33;293150288;395
happy;1:5;594477653;915
third else;0:42;874474103;991
physical policy;6:11;272919736;958
professor along;2:16;941484923;524
clear;9:6;58614177;281
force pull;10:9;311724151;821
clearly;4:9;621896528;387
successful crime;3:28;187970599;930
above though;0:47;293290786;891
identify indicate;5:19;945551760;62
measure;4:15;775188494;392
maintain;3:57;688093297;625
interest economy;10:34;887159957;596
some;6:6;918045359;246
direction movie;9:5;264147075;352
pull although;9:55;885611556;359
court necessary;6:0;270566482;870
gun character;8:42;651294787;893
close stuff;9:1;796838313;539
happen;7:45;358230018;63
too conference;7:53;747240534;611
attention;7:10;883273453;145
rather;10:40;356656328;138
free;4:4;889790388;792
yes describe;2:27;326232438;848
line smile;6:10;73346242;290
movie industry;1:50;418981923;898
report produce;5:50;279538383;255
fight;10:1;717730329;240
apply person;0:59;934343633;520
authority once;5:2;354032141;488
happen;5:40;746778183;973
will certain;8:17;383464758;777
loss realize;0:36;193681319;343
something;10:21;817782680;862
possible suffer;1:8;693895783;910
may;7:14;237557975;950
important should;7:12;938474964;658
very market;5:18;907896452;972
professor sport;2:2;537127117;661
leg finish;3:49;603988476;33
vote course;7:44;239834798;864
situation child;1:35;39662233;525
ok;7:32;597092718;303
learn he;5:9;657460800;695
view;8:43;731462274;393
order;6:25;428344387;7
paper fund;1:7;963818929;893
eat;1:58;883380667;563
local;10:33;593854708;883
arm;6:54;991343921;627
politics get;0:7;85446337;715
language choose;5:12;500867955;160
however wall;6:28;919741658;91
box;10:53;997314701;23
grow;10:12;286091664;237
worker;9:2;819050207;17
company;3:52;940561364;278
help perform;6:30;550977372;690
my consumer;4:9;294927205;494
rate;6:7;707814439;568
field;5:44;938198408;386
tax;1:48;50639141;148
employee what;3:27;493164677;723
month;0:21;341541554;124
no opportunity;2:0;364438801;922
practice have;4:0;53952292;386
west take;5:39;210809218;557
herself life;6:12;110277533;81
this discover;7:33;257147767;409
measure price;4:26;443939666;363
until;7:9;965659244;899
again process;2:53;35131845;427
apply produce;9:3;720601815;175
order exist;5:29;850137571;156
should;1:47;161215713;195
Mrs;1:29;92000347;130
per;1:31;114926075;587
stage;3:41;615129481;465
miss;3:59;641141336;280
sell;2:56;274195380;275
management;3:10;120754313;352
pass improve;9:23;275800485;303
vote;2:26;872905863;421
account;6:55;430611977;431
leader;9:58;997204306;608
man;10:28;512811875;567
later;3:38;422732240;270
head;8:26;316810021;632
nothing;6:5;314262054;229
movement detail;6:13;173451223;31
around strong;2:57;145813712;967
community;7:53;835441084;715
entire really;6:30;824523796;93
four matter;10:55;876529614;678
recently;0:22;19091545;1
itself hold;0:5;930276116;581
sell term;1:25;192261107;466
beyond;0:13;98108334;171
economy;8:27;516519901;899
special;1:51;116837868;375
pressure look;3:22;570791901;986
what;6:20;872338837;160
memory;2:54;704859018;981
rate;9:39;362808529;94
enjoy;9:14;177751959;770
drive;3:7;648715608;275
carry society;4:1;300150107;355
ahead;4:49;172129537;102
spend exactly;0:57;219075272;181
moment tree;0:20;867228450;246
occur;7:8;294215508;397
cause;5:15;925194051;928
participant;2:36;412173275;415
not loss;3:54;699135424;17
new;2:27;423259345;342
street;0:6;225303688;652
do collection;6:54;900138544;448
mother;4:27;399242609;713
sit;9:21;861911912;138
blue;7:4;960148139;379
ball;2:43;118411198;779
especially walk;9:4;152865316;296
with really;9:7;713808225;866
human;3:28;90432220;137
recently;5:53;738863468;616
section;10:44;838447022;760
this;10:5;719119462;492
spend;8:50;512151236;369
seem;3:9;130344347;152
happy put;0:27;71763363;781
put citizen;7:31;435717967;749
they;1:54;85263858;1000
door;9:36;334994014;111
ten should;9:47;827010473;406
rather;2:51;443441369;860
heart across;9:26;27472126;282
seat truth;2:13;642879993;214
big save;7:4;156866620;132
product;5:19;789265086;789
at;5:42;458304489;534
history;0:34;649040329;344
oil;0:59;295881774;775
society onto;7:53;427625729;931
good shoulder;6:19;79171152;972
pressure open;0:22;257272052;371
area;5:37;806079882;952
agency capital;6:27;774808398;780
bank;3:43;232118943;555
ability;5:50;740296572;102
education economic;0:53;822593143;128
ever;1:4;445799260;674
that thought;6:19;299067237;925
picture state;6:13;962057730;42
just;7:9;118096596;164
themselves while;3:5;142399171;255
improve;5:31;543896586;171
owner hot;9:5;415073323;284
important during;9:57;631058779;375
program;10:38;144261490;778
she;2:46;857759688;376
above couple;5:52;530058370;642
return;2:3;628939071;393
point;1:36;415884256;869
spring yeah;8:37;425656091;242
chair whatever;6:21;417763595;548
behavior lawyer;10:21;420390488;940
scientist pick;4:52;624830007;766
add sound;2:36;367157390;416
reason;2:46;538467185;358
management industry;4:2;813665663;8
interesting fall;0:51;666654601;69
interesting model;9:16;137030265;322
after force;1:11;830712684;558
sit south;0:25;100968170;153
call day;8:45;847881409;931
must;10:47;257107587;625
sport;7:19;972900315;304
situation team;3:37;295458123;467
mother;5:44;292215432;825
time film;6:49;435703003;763
wall;6:40;953084762;690
among talk;10:50;227618509;332
election;7:49;833584675;538
tend;8:44;631101758;668
manage goal;3:7;672168013;785
effect;8:21;264517707;658
picture;8:38;552733856;186
test;8:13;513686756;331
television pass;5:10;929463030;830
quite;3:42;248942898;896
discussion writer;6:59;65098903;553
dog move;3:35;934739275;659
nor various;3:25;282556197;77
also;1:43;294565343;349
ever;2:43;445976272;623
management;0:36;918369694;660
debate;3:49;833959308;824
tough meet;9:26;664072035;626
stage;9:14;659622534;961
throw certainly;7:15;375378491;596
light;4:49;422021720;995
lead feel;1:23;851000582;930
capital friend;2:6;634934196;129
son before;1:36;216020158;245
involve common;6:7;700539396;797
two impact;5:52;101006436;978
various;0:47;207620600;693
a throughout;5:41;701022229;717
truth;7:47;123871088;35
institution start;1:49;287179417;894
race system;9:29;922663790;546
chair;9:31;552027148;459
per one;1:47;719447635;986
pay;6:34;620303277;98
see;9:21;759519931;350
skin soldier;1:53;433576724;722
other yeah;8:44;572930187;875
possible;9:4;998360553;461
window;4:20;164673154;825
father;9:53;454803713;958
part performance;1:7;448159289;766
style record;0:58;62917946;860
country;5:44;738139467;377
say into;6:8;527377005;603
step save;9:37;559752038;214
show nearly;5:2;248115160;518
how nature;3:7;391737066;156
hundred;9:9;453093781;409
head avoid;5:1;919848975;455
glass rather;10:3;806008235;792
politics hear;1:38;144861744;60
take;4:48;957903789;638
Congress;6:2;876177398;510
month;0:58;655017766;293
production;6:19;974801550;226
offer;2:6;596449402;259
word organization;9:9;881250157;855
certain fear;10:47;517858277;182
night;2:9;375161834;395
own local;10:34;627186092;813
professional;9:45;751748225;162
course when;5:31;326730830;631
staff;9:57;287604125;328
include;6:31;87455874;890
threat;2:3;246424053;755
government same;4:15;515517648;885
course over;6:5;24494017;591
yet;1:35;862539237;730
create instead;4:22;962594904;756
grow;7:31;255201911;119
hair simple;2:42;737309352;668
garden statement;6:51;277966389;507
kind;2:14;898989853;578
expert but;0:49;512142601;300
should culture;2:23;150902497;799
behind;8:26;24177520;906
although material;1:58;256998391;116
majority;3:47;474036131;864
management itself;2:39;560622135;787
official;5:55;181781975;798
use;7:46;919374655;975
mind;8:5;320269892;752
employee;5:15;516039405;785
next;2:54;440861533;348
when use;7:2;898855716;462
through;8:30;290978715;122
fill;7:51;916161829;41
together;3:44;72590373;222
owner card;7:38;223828440;862
commercial everybody;9:9;627329603;528
interesting;10:19;868287831;43
great;9:8;906850061;16
sense argue;5:51;707939167;102
environment possible;10:59;261616517;114
career;5:52;957795555;600
white chair;9:56;316664614;202
business already;7:0;759962886;470
store;10:9;534994966;931
forward;0:20;716286927;872
church to;9:59;243052870;190
type;10:12;516649137;345
front;3:16;442406804;447
loss discover;8:8;311237887;752
factor these;10:48;831150215;154
east become;6:32;209952633;717
represent;1:40;329903072;944
personal;9:11;723309294;120
player current;7:13;156735822;138
scientist will;2:34;314075554;695
loss;4:32;996308911;95
onto;6:23;767801351;691
alone;5:7;603151215;1000
building;8:54;590582278;217
area benefit;3:21;323512357;138
me;5:30;756646388;309
even race;10:54;47632029;929
appear traditional;4:17;685580072;751
matter team;0:42;318264235;267
also;6:30;153380826;382
base;5:19;860509956;696
wish tax;6:42;745363206;433
throughout;8:30;77867263;379
pull;2:14;862508776;248
national;3:23;374829981;379
everything;3:22;757345487;996
must;6:0;228460294;359
success;5:7;688432337;494
system learn;10:28;395394283;790
kind foot;9:20;198529654;545
audience;9:57;279331024;818
born;10:56;316838582;449
challenge;5:42;770391720;329
simple;6:32;378378810;56
debate war;2:56;830303659;13
alone rise;2:37;937056999;680
approach remain;6:34;92039408;130
hope full;9:15;431967288;848
though;0:46;796810439;523
white;9:1;267742122;121
put foot;10:10;89672725;923
air wear;1:58;951516584;144
wide debate;7:39;171052654;233
color community;7:28;739314954;434
administration;6:14;228138472;571
kind;6:44;95156195;679
official;10:59;69412653;82
move against;8:16;635266627;302
beyond person;5:27;324401384;723
because;9:4;187211805;638
page;2:41;66866828;761
less green;8:17;389454952;844
expert tend;1:8;562686064;333
scene;3:3;227934043;149
have;3:17;182658984;463
toward;9:26;414608091;151
somebody prepare;9:33;893712660;861
eight;8:26;560254828;646
specific;9:35;486966603;994
skill our;6:13;687652216;739
color Mr;4:34;27870524;727
determine east;4:11;260308946;539
seven;8:48;73195761;498
data;2:15;628934745;988
six;0:2;873981169;976
attack save;10:41;646693442;158
stage Congress;3:18;185169313;551
sell;2:6;892214509;220
house;5:15;240022583;22
society;8:51;471532698;625
chance specific;7:46;568395971;352
how I;9:20;482588482;909
single station;5:22;934732492;403
ball;2:57;533651700;508
sea administration;7:57;779079542;170
vote;0:34;313655704;246
worry quality;3:0;358798315;388
player;1:54;46275654;37
step;9:40;564328977;373
sense;3:53;263407194;541
analysis;6:49;788607558;575
two factor;7:32;985869432;753
himself;2:49;300476119;652
approach;1:58;770269879;946
reveal about;3:0;10509744;648
material human;7:20;926102198;519
tonight check;5:27;815274649;645
ever half;6:56;666200829;423
